id,sentence,pos_triplet,neg_triplet,pos_image_id,neg_image_id,neg_value,sentence_id
3297,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'pillow')",2399894,2417728,object,170
3298,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'knife')",2399894,1593045,object,170
3299,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'knife')",2399894,2328277,object,170
3300,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'bottle')",2399894,2385724,object,170
3301,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'phone')",2399894,2396724,object,170
3302,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'phone')",2399894,2344466,object,170
3303,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'phone')",2399894,2351798,object,170
3304,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'bike')",2399894,2381124,object,170
3305,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'bike')",2399894,2407435,object,170
3306,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'umbrella')",2399894,2327749,object,170
3307,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'umbrella')",2399894,2369990,object,170
3308,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'umbrella')",2399894,2369990,object,170
3309,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'umbrella')",2399894,2410428,object,170
3310,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'board')",2399894,2393538,object,170
3311,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'board')",2399894,2341712,object,170
3312,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'board')",2399894,2393645,object,170
3313,a woman is holding a racket.,"woman,hold,racket","('woman', 'hold', 'board')",2399894,2397855,object,170
3314,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'skateboard')",4511,2360310,object,267
3315,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'skateboard')",4511,2406079,object,267
3316,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'skateboard')",4511,2333736,object,267
3317,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'kite')",4511,2385166,object,267
3318,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'kite')",4511,2417403,object,267
3319,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'kite')",4511,2402671,object,267
3320,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'kite')",4511,2349589,object,267
3321,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'basket')",4511,2360110,object,267
3322,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'basket')",4511,2341822,object,267
3323,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'pizza')",4511,2334997,object,267
3324,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'surfboard')",4511,2320613,object,267
3325,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'surfboard')",4511,2388070,object,267
3326,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'surfboard')",4511,2338624,object,267
3327,a man is carry a bag.,"man,carry,bag","('man', 'carry', 'woman')",4511,2377469,object,267
3328,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'game')",2383344,713043,object,149
3329,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'game')",2383344,2383083,object,149
3330,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'game')",2383344,2402485,object,149
3331,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'piano')",2383344,2337142,object,149
3332,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'violin')",2383344,2378255,object,149
3333,a woman is playing in the water.,"woman,play,water","('woman', 'play', 'violin')",2383344,2414581,object,149
3334,a woman is walking in the rain.,"woman,walk,rain","('woman', 'walk', 'grass')",2368361,2362530,object,139
3335,a woman is walking in the rain.,"woman,walk,rain","('woman', 'walk', 'grass')",2368361,1592658,object,139
3336,a woman is walking in the rain.,"woman,walk,rain","('woman', 'walk', 'beach')",2368361,2387956,object,139
3337,a woman is standing in the rain.,"woman,stand,rain","('woman', 'stand', 'pool')",2320452,2350836,object,177
3338,a woman is standing in the rain.,"woman,stand,rain","('woman', 'stand', 'pool')",2356327,2350836,object,177
3339,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2316723,2357994,object,99
3340,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2316723,2400993,object,99
3341,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2316723,2318432,object,99
3342,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2342517,2357994,object,99
3343,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2342517,2400993,object,99
3344,a dog is sitting on a man.,"dog,sit,man","('dog', 'sit', 'table')",2342517,2318432,object,99
3345,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'grass')",2329720,2354435,object,238
3346,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'grass')",2329720,2411072,object,238
3347,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'grass')",2329720,2369441,object,238
3348,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'grass')",2329720,2408498,object,238
3349,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'bench')",2329720,2336574,object,238
3350,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'bench')",2329720,2379519,object,238
3351,a dog is laying by a man.,"dog,layingin,man","('dog', 'laying in', 'bench')",2329720,2362606,object,238
3352,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'grass')",2324496,2379026,object,59
3353,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'table')",2324496,2399401,object,59
3354,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'bed')",2324496,2328959,object,59
3355,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'bed')",2324496,2327249,object,59
3356,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'bed')",2324496,2393442,object,59
3357,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'bench')",2324496,2393487,object,59
3358,a cat is laying next to a man.,"cat,layingin,man","('cat', 'laying in', 'bench')",2324496,2328306,object,59
3359,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'water')",2315656,2343560,object,12
3360,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'table')",2315656,2358258,object,12
3361,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2315656,2374415,object,12
3362,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2315656,2393129,object,12
3363,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2315656,2398451,object,12
3364,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2315656,2317122,object,12
3365,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2315656,2327047,object,12
3366,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2315656,285784,object,12
3367,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'wall')",2315656,2380813,object,12
3368,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'beach')",2315656,2366370,object,12
3369,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'beach')",2315656,2322818,object,12
3370,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bridge')",2315656,2328945,object,12
3371,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'water')",2398489,2343560,object,12
3372,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'table')",2398489,2358258,object,12
3373,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2398489,2374415,object,12
3374,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2398489,2393129,object,12
3375,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'grass')",2398489,2398451,object,12
3376,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2398489,2317122,object,12
3377,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2398489,2327047,object,12
3378,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bench')",2398489,285784,object,12
3379,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'wall')",2398489,2380813,object,12
3380,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'beach')",2398489,2366370,object,12
3381,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'beach')",2398489,2322818,object,12
3382,a man is sitting in a wheelchair.,"man,sit,wheelchair","('man', 'sit', 'bridge')",2398489,2328945,object,12
3383,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'pillow')",2393538,2417728,object,82
3384,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2393538,1593045,object,82
3385,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2393538,2328277,object,82
3386,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bottle')",2393538,2385724,object,82
3387,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393538,2396724,object,82
3388,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393538,2344466,object,82
3389,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393538,2351798,object,82
3390,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2393538,2381124,object,82
3391,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2393538,2407435,object,82
3392,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393538,2327749,object,82
3393,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393538,2369990,object,82
3394,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393538,2369990,object,82
3395,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393538,2410428,object,82
3396,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393538,2338927,object,82
3397,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393538,2337675,object,82
3398,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393538,2335750,object,82
3399,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393538,2399894,object,82
3400,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'pillow')",2341712,2417728,object,82
3401,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2341712,1593045,object,82
3402,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2341712,2328277,object,82
3403,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bottle')",2341712,2385724,object,82
3404,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2341712,2396724,object,82
3405,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2341712,2344466,object,82
3406,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2341712,2351798,object,82
3407,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2341712,2381124,object,82
3408,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2341712,2407435,object,82
3409,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2341712,2327749,object,82
3410,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2341712,2369990,object,82
3411,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2341712,2369990,object,82
3412,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2341712,2410428,object,82
3413,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2341712,2338927,object,82
3414,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2341712,2337675,object,82
3415,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2341712,2335750,object,82
3416,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2341712,2399894,object,82
3417,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'pillow')",2393645,2417728,object,82
3418,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2393645,1593045,object,82
3419,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2393645,2328277,object,82
3420,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bottle')",2393645,2385724,object,82
3421,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393645,2396724,object,82
3422,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393645,2344466,object,82
3423,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2393645,2351798,object,82
3424,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2393645,2381124,object,82
3425,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2393645,2407435,object,82
3426,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393645,2327749,object,82
3427,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393645,2369990,object,82
3428,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393645,2369990,object,82
3429,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2393645,2410428,object,82
3430,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393645,2338927,object,82
3431,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393645,2337675,object,82
3432,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393645,2335750,object,82
3433,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2393645,2399894,object,82
3434,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'pillow')",2397855,2417728,object,82
3435,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2397855,1593045,object,82
3436,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'knife')",2397855,2328277,object,82
3437,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bottle')",2397855,2385724,object,82
3438,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2397855,2396724,object,82
3439,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2397855,2344466,object,82
3440,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'phone')",2397855,2351798,object,82
3441,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2397855,2381124,object,82
3442,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'bike')",2397855,2407435,object,82
3443,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2397855,2327749,object,82
3444,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2397855,2369990,object,82
3445,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2397855,2369990,object,82
3446,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'umbrella')",2397855,2410428,object,82
3447,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2397855,2338927,object,82
3448,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2397855,2337675,object,82
3449,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2397855,2335750,object,82
3450,a woman is holding a board.,"woman,hold,board","('woman', 'hold', 'racket')",2397855,2399894,object,82
3451,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2348711,2388643,object,129
3452,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2348711,2391766,object,129
3453,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2348711,2385928,object,129
3454,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2348711,2369532,object,129
3455,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2348711,2397437,object,129
3456,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2348711,2328939,object,129
3457,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2348711,2330414,object,129
3458,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2348711,2401977,object,129
3459,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2348711,2380197,object,129
3460,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2404355,2388643,object,129
3461,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2404355,2391766,object,129
3462,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2404355,2385928,object,129
3463,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2404355,2369532,object,129
3464,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2404355,2397437,object,129
3465,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2404355,2328939,object,129
3466,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2404355,2330414,object,129
3467,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2404355,2401977,object,129
3468,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2404355,2380197,object,129
3469,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2347987,2388643,object,129
3470,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2347987,2391766,object,129
3471,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2347987,2385928,object,129
3472,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'skateboard')",2347987,2369532,object,129
3473,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2347987,2397437,object,129
3474,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2347987,2328939,object,129
3475,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'horse')",2347987,2330414,object,129
3476,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2347987,2401977,object,129
3477,a woman is riding a board.,"woman,ride,board","('woman', 'ride', 'bike')",2347987,2380197,object,129
3478,a man is holding a board.,"man,hold,board","('man', 'hold', 'frisbee')",2358194,2383721,object,187
3479,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2358194,2377845,object,187
3480,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2358194,2411316,object,187
3481,a man is holding a board.,"man,hold,board","('man', 'hold', 'flag')",2358194,2332284,object,187
3482,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2409456,object,187
3483,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2358300,object,187
3484,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2367678,object,187
3485,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2354355,object,187
3486,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2376302,object,187
3487,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2358194,2386967,object,187
3488,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2358194,2406733,object,187
3489,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2358194,2352912,object,187
3490,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2358194,2371638,object,187
3491,a man is holding a board.,"man,hold,board","('man', 'hold', 'book')",2358194,2368397,object,187
3492,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2358194,2319366,object,187
3493,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2358194,2371430,object,187
3494,a man is holding a board.,"man,hold,board","('man', 'hold', 'fork')",2358194,2357863,object,187
3495,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2358194,2330820,object,187
3496,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2358194,2323788,object,187
3497,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2358194,2349483,object,187
3498,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2358194,2355949,object,187
3499,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2358194,2338238,object,187
3500,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2358194,2389673,object,187
3501,a man is holding a board.,"man,hold,board","('man', 'hold', 'football')",2358194,2369873,object,187
3502,a man is holding a board.,"man,hold,board","('man', 'hold', 'frisbee')",2337831,2383721,object,187
3503,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2337831,2377845,object,187
3504,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2337831,2411316,object,187
3505,a man is holding a board.,"man,hold,board","('man', 'hold', 'flag')",2337831,2332284,object,187
3506,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2409456,object,187
3507,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2358300,object,187
3508,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2367678,object,187
3509,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2354355,object,187
3510,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2376302,object,187
3511,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2337831,2386967,object,187
3512,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2337831,2406733,object,187
3513,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2337831,2352912,object,187
3514,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2337831,2371638,object,187
3515,a man is holding a board.,"man,hold,board","('man', 'hold', 'book')",2337831,2368397,object,187
3516,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2337831,2319366,object,187
3517,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2337831,2371430,object,187
3518,a man is holding a board.,"man,hold,board","('man', 'hold', 'fork')",2337831,2357863,object,187
3519,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2337831,2330820,object,187
3520,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2337831,2323788,object,187
3521,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2337831,2349483,object,187
3522,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2337831,2355949,object,187
3523,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2337831,2338238,object,187
3524,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2337831,2389673,object,187
3525,a man is holding a board.,"man,hold,board","('man', 'hold', 'football')",2337831,2369873,object,187
3526,a man is holding a board.,"man,hold,board","('man', 'hold', 'frisbee')",2338624,2383721,object,187
3527,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2338624,2377845,object,187
3528,a man is holding a board.,"man,hold,board","('man', 'hold', 'phone')",2338624,2411316,object,187
3529,a man is holding a board.,"man,hold,board","('man', 'hold', 'flag')",2338624,2332284,object,187
3530,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2409456,object,187
3531,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2358300,object,187
3532,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2367678,object,187
3533,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2354355,object,187
3534,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2376302,object,187
3535,a man is holding a board.,"man,hold,board","('man', 'hold', 'laptop')",2338624,2386967,object,187
3536,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2338624,2406733,object,187
3537,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2338624,2352912,object,187
3538,a man is holding a board.,"man,hold,board","('man', 'hold', 'umbrella')",2338624,2371638,object,187
3539,a man is holding a board.,"man,hold,board","('man', 'hold', 'book')",2338624,2368397,object,187
3540,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2338624,2319366,object,187
3541,a man is holding a board.,"man,hold,board","('man', 'hold', 'sign')",2338624,2371430,object,187
3542,a man is holding a board.,"man,hold,board","('man', 'hold', 'fork')",2338624,2357863,object,187
3543,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2338624,2330820,object,187
3544,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2338624,2323788,object,187
3545,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2338624,2349483,object,187
3546,a man is holding a board.,"man,hold,board","('man', 'hold', 'cat')",2338624,2355949,object,187
3547,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2338624,2338238,object,187
3548,a man is holding a board.,"man,hold,board","('man', 'hold', 'glasses')",2338624,2389673,object,187
3549,a man is holding a board.,"man,hold,board","('man', 'hold', 'football')",2338624,2369873,object,187
3550,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2343635,2401442,object,13
3551,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2343635,2395531,object,13
3552,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2325043,2401442,object,13
3553,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2325043,2395531,object,13
3554,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2335657,2401442,object,13
3555,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2335657,2395531,object,13
3556,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2323218,2401442,object,13
3557,a man is riding a board.,"man,ride,board","('man', 'ride', 'bike')",2323218,2395531,object,13
3558,a man is looking at a clock.,"man,look,clock","('man', 'look', 'sea')",2416763,2361128,object,150
3559,a man is looking at a clock.,"man,look,clock","('man', 'look', 'sea')",2416763,2326917,object,150
3560,a man is looking at a clock.,"man,look,clock","('man', 'look', 'cow')",2416763,2355715,object,150
3561,a man is looking at a clock.,"man,look,clock","('man', 'look', 'cow')",2416763,2385136,object,150
3562,a man is looking at a clock.,"man,look,clock","('man', 'look', 'mountain')",2416763,2412723,object,150
3563,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2416763,2397138,object,150
3564,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2416763,2405103,object,150
3565,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2416763,2372046,object,150
3566,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2416763,2351045,object,150
3567,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2416763,2391130,object,150
3568,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2416763,2370504,object,150
3569,a man is looking at a clock.,"man,look,clock","('man', 'look', 'sea')",2399502,2361128,object,150
3570,a man is looking at a clock.,"man,look,clock","('man', 'look', 'sea')",2399502,2326917,object,150
3571,a man is looking at a clock.,"man,look,clock","('man', 'look', 'cow')",2399502,2355715,object,150
3572,a man is looking at a clock.,"man,look,clock","('man', 'look', 'cow')",2399502,2385136,object,150
3573,a man is looking at a clock.,"man,look,clock","('man', 'look', 'mountain')",2399502,2412723,object,150
3574,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2399502,2397138,object,150
3575,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2399502,2405103,object,150
3576,a man is looking at a clock.,"man,look,clock","('man', 'look', 'dog')",2399502,2372046,object,150
3577,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2399502,2351045,object,150
3578,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2399502,2391130,object,150
3579,a man is looking at a clock.,"man,look,clock","('man', 'look', 'screen')",2399502,2370504,object,150
